Time, y, x, Angle, D, BelowCut, Away
11, 115, 135, 90.000000, 0.114687,  0, 1 
11, 116, 135, 90.000000, 0.101269,  0, 1 
11, 117, 135, 90.000000, 0.096622,  0, 1 
11, 118, 135, 90.000000, 0.090215,  0, 1 
11, 119, 135, 90.000000, 0.077512,  0, 1 
11, 120, 135, 90.000000, 0.065926,  0, 1 
11, 121, 135, 90.000000, 0.062029,  0, 1 
11, 122, 135, 90.000000, 0.060172,  0, 1 
11, 123, 135, 90.000000, 0.059070,  0, 1 
11, 124, 135, 90.000000, 0.057299,  0, 1 
11, 125, 135, 90.000000, 0.054344,  0, 1 
11, 138, 135, 90.000000, 0.074524,  0, 1 
11, 139, 135, 90.000000, 0.081248,  0, 1 
11, 140, 135, 90.000000, 0.079526,  0, 1 
11, 141, 135, 90.000000, 0.071694,  0, 1 
11, 157, 135, 90.000000, 0.049966,  0, 1 
11, 158, 135, 90.000000, 0.056936,  0, 1 
11, 159, 135, 90.000000, 0.067149,  0, 1 
11, 160, 135, 90.000000, 0.076163,  0, 1 
11, 161, 135, 90.000000, 0.078244,  0, 1 
11, 162, 135, 90.000000, 0.076628,  0, 1 
11, 176, 135, -90.000000, 0.085033,  0, 0 
11, 177, 135, -90.000000, 0.092398,  0, 0 
11, 178, 135, -90.000000, 0.097094,  0, 0 
11, 179, 135, -90.000000, 0.098576,  0, 0 
11, 180, 135, -90.000000, 0.098422,  0, 0 
